"","featNum1","featNum2","featNum3","featNum4","featNum5","featNum6","featNum7","featNum8","featNum9","featNum10","featNum11","featNum12","featNum13","featNum14","featNum15","featNum16","featNum17","featNum18","featNum19","featNum20"
"acc1",0.666666666666667,0.75,0.716666666666667,0.716666666666667,0.716666666666667,0.716666666666667,0.8,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667
"acc2",0.833333333333333,0.783333333333333,0.733333333333333,0.716666666666667,0.716666666666667,0.716666666666667,0.716666666666667,0.716666666666667,0.716666666666667,0.7,0.7,0.766666666666667,0.783333333333333,0.783333333333333,0.816666666666667,0.733333333333333,0.716666666666667,0.75,0.766666666666667,0.75
"acc3",0.733333333333333,0.716666666666667,0.7,0.766666666666667,0.816666666666667,0.8,0.816666666666667,0.8,0.783333333333333,0.8,0.7,0.766666666666667,0.733333333333333,0.716666666666667,0.75,0.75,0.75,0.75,0.75,0.75
"acc4",0.8,0.75,0.733333333333333,0.733333333333333,0.733333333333333,0.766666666666667,0.783333333333333,0.783333333333333,0.816666666666667,0.816666666666667,0.883333333333333,0.816666666666667,0.833333333333333,0.833333333333333,0.816666666666667,0.833333333333333,0.8,0.833333333333333,0.816666666666667,0.816666666666667
"acc5",0.8,0.683333333333333,0.75,0.7,0.65,0.716666666666667,0.7,0.733333333333333,0.716666666666667,0.766666666666667,0.783333333333333,0.766666666666667,0.75,0.75,0.766666666666667,0.716666666666667,0.733333333333333,0.733333333333333,0.683333333333333,0.733333333333333
"acc6",0.666666666666667,0.783333333333333,0.766666666666667,0.816666666666667,0.866666666666667,0.783333333333333,0.833333333333333,0.816666666666667,0.833333333333333,0.883333333333333,0.85,0.833333333333333,0.85,0.833333333333333,0.866666666666667,0.866666666666667,0.85,0.85,0.85,0.85
"acc7",0.733333333333333,0.683333333333333,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.833333333333333,0.816666666666667,0.816666666666667,0.816666666666667,0.816666666666667,0.833333333333333,0.816666666666667,0.833333333333333,0.783333333333333,0.766666666666667,0.733333333333333
"acc8",0.766666666666667,0.7,0.833333333333333,0.8,0.8,0.75,0.766666666666667,0.766666666666667,0.766666666666667,0.75,0.8,0.8,0.783333333333333,0.8,0.783333333333333,0.783333333333333,0.783333333333333,0.8,0.75,0.75
"acc9",0.75,0.766666666666667,0.75,0.783333333333333,0.766666666666667,0.783333333333333,0.816666666666667,0.783333333333333,0.783333333333333,0.783333333333333,0.783333333333333,0.783333333333333,0.8,0.783333333333333,0.783333333333333,0.8,0.8,0.816666666666667,0.766666666666667,0.766666666666667
"acc10",0.733333333333333,0.766666666666667,0.766666666666667,0.766666666666667,0.783333333333333,0.783333333333333,0.75,0.75,0.75,0.75,0.8,0.783333333333333,0.75,0.766666666666667,0.783333333333333,0.75,0.75,0.766666666666667,0.766666666666667,0.75
"acc11",0.75,0.716666666666667,0.716666666666667,0.716666666666667,0.716666666666667,0.716666666666667,0.8,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667
"acc12",0.75,0.8,0.733333333333333,0.716666666666667,0.716666666666667,0.716666666666667,0.716666666666667,0.716666666666667,0.716666666666667,0.7,0.7,0.766666666666667,0.783333333333333,0.783333333333333,0.816666666666667,0.733333333333333,0.716666666666667,0.75,0.766666666666667,0.75
"acc13",0.7,0.716666666666667,0.7,0.766666666666667,0.816666666666667,0.8,0.816666666666667,0.8,0.783333333333333,0.8,0.7,0.766666666666667,0.733333333333333,0.716666666666667,0.75,0.75,0.75,0.75,0.75,0.75
"acc14",0.8,0.733333333333333,0.733333333333333,0.733333333333333,0.733333333333333,0.766666666666667,0.783333333333333,0.783333333333333,0.816666666666667,0.816666666666667,0.883333333333333,0.816666666666667,0.833333333333333,0.833333333333333,0.816666666666667,0.833333333333333,0.8,0.833333333333333,0.816666666666667,0.816666666666667
"acc15",0.7,0.75,0.75,0.7,0.65,0.716666666666667,0.7,0.733333333333333,0.716666666666667,0.766666666666667,0.783333333333333,0.766666666666667,0.75,0.75,0.766666666666667,0.716666666666667,0.733333333333333,0.733333333333333,0.683333333333333,0.733333333333333
"acc16",0.733333333333333,0.733333333333333,0.766666666666667,0.816666666666667,0.866666666666667,0.783333333333333,0.833333333333333,0.816666666666667,0.833333333333333,0.883333333333333,0.85,0.833333333333333,0.85,0.833333333333333,0.866666666666667,0.866666666666667,0.85,0.85,0.85,0.85
"acc17",0.633333333333333,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.833333333333333,0.816666666666667,0.816666666666667,0.816666666666667,0.816666666666667,0.833333333333333,0.816666666666667,0.833333333333333,0.783333333333333,0.766666666666667,0.733333333333333
"acc18",0.733333333333333,0.783333333333333,0.833333333333333,0.8,0.8,0.75,0.766666666666667,0.766666666666667,0.766666666666667,0.75,0.8,0.8,0.783333333333333,0.8,0.783333333333333,0.783333333333333,0.783333333333333,0.8,0.75,0.75
"acc19",0.7,0.75,0.75,0.783333333333333,0.766666666666667,0.783333333333333,0.816666666666667,0.783333333333333,0.783333333333333,0.783333333333333,0.783333333333333,0.783333333333333,0.8,0.783333333333333,0.783333333333333,0.8,0.8,0.816666666666667,0.766666666666667,0.766666666666667
"acc20",0.75,0.766666666666667,0.766666666666667,0.766666666666667,0.783333333333333,0.783333333333333,0.75,0.75,0.75,0.75,0.8,0.783333333333333,0.75,0.766666666666667,0.783333333333333,0.75,0.75,0.766666666666667,0.766666666666667,0.75
"acc_mean",0.736666666666667,0.739166666666667,0.74,0.745,0.75,0.746666666666667,0.763333333333333,0.756666666666667,0.758333333333333,0.785,0.788333333333333,0.79,0.786666666666667,0.785,0.796666666666667,0.781666666666667,0.778333333333333,0.785,0.768333333333333,0.766666666666667
