"","featNum1","featNum2","featNum3","featNum4","featNum5","featNum6","featNum7","featNum8","featNum9","featNum10","featNum11","featNum12","featNum13","featNum14","featNum15","featNum16","featNum17","featNum18","featNum19","featNum20"
"acc1",0.765888529633182,0.794862748146915,0.702305721116022,0.657169444495873,0.870956078791539,0.604363302791195,0.76388158365318,0.662699223430458,0.564396301470135,0.770852924372783,0.697867437434049,0.602649114576403,0.620855407997124,0.789282784412562,0.610296610300292,0.704592139883146,0.621830680696662,0.627321337859172,0.702654790223643,0.617437730418976
"acc2",0.809532387185388,0.728225735743797,0.701355371145929,0.564824369251767,0.635279888015073,0.692750943930402,0.642018653651732,0.681961415583331,0.882183432019389,0.617775832830529,0.765024907727189,0.593897138518169,0.568216206652671,0.72756121502313,0.657516229837597,0.611312376392007,0.5864780510241,0.744111005955036,0.540057059769862,0.698429567159333
"acc3",0.787916115150212,0.937041695668767,0.656387738239878,0.904550277664427,0.583002696032454,0.76241540612237,0.662848701356346,0.563253572389535,0.747902632845115,0.704084230100462,0.605425083140499,0.61806223557442,0.813843555015402,0.596648344327933,0.698267037969445,0.613663721533684,0.645055240407782,0.703268187521784,0.684744265450565,0.543334294070991
"acc4",0.672593100025826,0.794034275840315,0.615801060530245,0.648111998390459,0.684370378460857,0.644299071528568,0.673184499746068,0.869814481784266,0.611484524089465,0.752642860019825,0.592768768527749,0.597589320760334,0.72606420967061,0.670129376047757,0.592818469328271,0.581742934246861,0.782985363324615,0.570634171376791,0.70565904251858,0.63675888414538
"acc5",0.894345824308584,0.830096479005833,0.909479593382283,0.643604619114678,0.779630584080888,0.662804073771205,0.550045688006757,0.746104977317898,0.708022807744979,0.626593449500241,0.620649662211518,0.821863331816268,0.584809195293163,0.683470194418178,0.603444577863452,0.584555577908976,0.702254563958516,0.666905210545737,0.534362637628829,0.591728255506758
"acc6",0.551813142874511,0.783617090832894,0.626043899325584,0.680765162462842,0.634940783297922,0.676668378550404,0.864951052682631,0.591992937979927,0.766387587126701,0.636679780957081,0.584537341362754,0.766548638390861,0.700679543474286,0.613789819460985,0.597268203435969,0.806044018590973,0.582790994569627,0.689000676345451,0.602641468690357,0.682390119272065
"acc7",0.856007259214252,0.892538502516532,0.668103655236585,0.798108033678039,0.663284705462929,0.552268619486684,0.683556655344235,0.684743115557158,0.62578236707859,0.682633426224243,0.809819860712353,0.58306483738611,0.680440867836288,0.597264644566558,0.603069931826584,0.70554396183333,0.670842613793735,0.531145072564532,0.580402212011306,0.735044889877719
"acc8",0.718938408225197,0.803618731950565,0.689712957823134,0.667662206390859,0.672705427100784,0.868175300191068,0.593619727907302,0.7630791018367,0.652820709137659,0.578792974189147,0.741336002342755,0.698028154192678,0.605471860086462,0.596239759993528,0.788887474347682,0.59553039073598,0.694395722624972,0.60783367764151,0.614731902397347,0.738462995007375
"acc9",0.744027042263151,0.715356887552875,0.814658523030388,0.666827655564918,0.575036886954436,0.635764308953035,0.678345929756082,0.628939885104131,0.678720874792562,0.886200994847581,0.580917197473405,0.713442285063042,0.579920992858879,0.566120897751129,0.718580941807919,0.654088222738495,0.587734605646419,0.579672370001944,0.73442774311091,0.541526493315595
"acc10",0.998608133543071,1.02455046076599,0.702305721116022,0.657169444495873,0.870956078791539,0.604363302791195,0.76388158365318,0.662699223430458,0.564396301470135,0.770852924372783,0.697867437434049,0.602649114576403,0.620855407997124,0.789282784412562,0.610296610300292,0.704592139883146,0.621830680696662,0.627321337859172,0.702654790223643,0.617437730418976
"acc11",0.957301720514739,0.670378904472453,0.701355371145929,0.564824369251767,0.635279888015073,0.692750943930402,0.642018653651732,0.681961415583331,0.882183432019389,0.617775832830529,0.765024907727189,0.593897138518169,0.568216206652671,0.72756121502313,0.657516229837597,0.611312376392007,0.5864780510241,0.744111005955036,0.540057059769862,0.698429567159333
"acc12",0.823954291158176,0.766744671787691,0.656387738239878,0.904550277664427,0.583002696032454,0.76241540612237,0.662848701356346,0.563253572389535,0.747902632845115,0.704084230100462,0.605425083140499,0.61806223557442,0.813843555015402,0.596648344327933,0.698267037969445,0.613663721533684,0.645055240407782,0.703268187521784,0.684744265450565,0.543334294070991
"acc13",0.840920447816419,0.823923404642457,0.615801060530245,0.648111998390459,0.684370378460857,0.644299071528568,0.673184499746068,0.869814481784266,0.611484524089465,0.752642860019825,0.592768768527749,0.597589320760334,0.72606420967061,0.670129376047757,0.592818469328271,0.581742934246861,0.782985363324615,0.570634171376791,0.70565904251858,0.63675888414538
"acc14",0.768491497279651,0.534764163813334,0.909479593382283,0.643604619114678,0.779630584080888,0.662804073771205,0.550045688006757,0.746104977317898,0.708022807744979,0.626593449500241,0.620649662211518,0.821863331816268,0.584809195293163,0.683470194418178,0.603444577863452,0.584555577908976,0.702254563958516,0.666905210545737,0.534362637628829,0.591728255506758
"acc15",0.913267420360016,0.558962091440313,0.626043899325584,0.680765162462842,0.634940783297922,0.676668378550404,0.864951052682631,0.591992937979927,0.766387587126701,0.636679780957081,0.584537341362754,0.766548638390861,0.700679543474286,0.613789819460985,0.597268203435969,0.806044018590973,0.582790994569627,0.689000676345451,0.602641468690357,0.682390119272065
"acc16",0.884263409328208,0.989343594516468,0.668103655236585,0.798108033678039,0.663284705462929,0.552268619486684,0.683556655344235,0.684743115557158,0.62578236707859,0.682633426224243,0.809819860712353,0.58306483738611,0.680440867836288,0.597264644566558,0.603069931826584,0.70554396183333,0.670842613793735,0.531145072564532,0.580402212011306,0.735044889877719
"acc17",0.821469291748173,0.622504599327014,0.689712957823134,0.667662206390859,0.672705427100784,0.868175300191068,0.593619727907302,0.7630791018367,0.652820709137659,0.578792974189147,0.741336002342755,0.698028154192678,0.605471860086462,0.596239759993528,0.788887474347682,0.59553039073598,0.694395722624972,0.60783367764151,0.614731902397347,0.738462995007375
"acc18",0.801780331999117,0.682829578705042,0.814658523030388,0.666827655564918,0.575036886954436,0.635764308953035,0.678345929756082,0.628939885104131,0.678720874792562,0.886200994847581,0.580917197473405,0.713442285063042,0.579920992858879,0.566120897751129,0.718580941807919,0.654088222738495,0.587734605646419,0.579672370001944,0.73442774311091,0.541526493315595
"acc19",0.781014682024354,0.707723845625309,0.702305721116022,0.657169444495873,0.870956078791539,0.604363302791195,0.76388158365318,0.662699223430458,0.564396301470135,0.770852924372783,0.697867437434049,0.602649114576403,0.620855407997124,0.789282784412562,0.610296610300292,0.704592139883146,0.621830680696662,0.627321337859172,0.702654790223643,0.617437730418976
"acc20",0.933870116141475,0.817829325446376,0.701355371145929,0.564824369251767,0.635279888015073,0.692750943930402,0.642018653651732,0.681961415583331,0.882183432019389,0.617775832830529,0.765024907727189,0.593897138518169,0.568216206652671,0.72756121502313,0.657516229837597,0.611312376392007,0.5864780510241,0.744111005955036,0.540057059769862,0.698429567159333
"acc_mean",0.816300157539685,0.773947339390047,0.708567906596102,0.684262067388768,0.685232541160019,0.674806652868573,0.681540261075679,0.68649190304903,0.696099110304936,0.695057085164355,0.672979243351289,0.659341818282557,0.647483764620978,0.659892903571961,0.650405589678616,0.651502560200103,0.647852220190681,0.640560788171906,0.632103704679815,0.644304687756335
