"","featNum1","featNum2","featNum3","featNum4","featNum5","featNum6","featNum7","featNum8","featNum9","featNum10","featNum11","featNum12","featNum13","featNum14","featNum15","featNum16","featNum17","featNum18","featNum19","featNum20"
"acc1",1.04977229218262,0.790500551943335,0.743267283330723,0.79988048134461,0.715256387660707,0.752037740284967,0.720222593281436,0.777144430079814,0.704439780033493,0.659216758235836,0.732438061172038,0.708387760909262,0.642104451498845,0.762209660611262,0.685421591010157,0.765826250527224,0.722101659909814,0.560143604191802,0.6499396133036,0.717957623253402
"acc2",0.763113470366151,0.730170504928963,0.80693854270364,0.726533282328737,0.759164360396177,0.606546483885231,0.776605162690513,0.692561126127984,0.645854324554073,0.722417579141016,0.682048049747432,0.646548646534797,0.773128794628054,0.646720750743225,0.783603049890044,0.714726737521723,0.566741455496438,0.660104742617965,0.7173111336896,0.600481313929359
"acc3",1.03243965724233,0.817727257430297,0.737545005798058,0.758903989790638,0.660742950469893,0.756499159722664,0.721733663943201,0.644505846850699,0.711693421809707,0.684694695526562,0.693957580864421,0.756719791706601,0.662208792017561,0.792582388805783,0.729937018298829,0.565459586529659,0.651470770857382,0.697480221812891,0.582221067178863,0.634680326438921
"acc4",0.939222386865144,0.769261261309827,0.761607393812402,0.656501337263869,0.81938485363318,0.722261146421666,0.675855201406646,0.709719744856689,0.687301512225317,0.671329791039421,0.75971350000997,0.64766671655473,0.840093691574925,0.770026804673319,0.556218898388167,0.650784255078688,0.703754563964129,0.588464241832543,0.639862280173559,0.725922918157663
"acc5",1.01060123927902,0.836066437632449,0.681798680584993,0.869705791068672,0.741507048038272,0.672004183266399,0.702396542703629,0.665081867253362,0.690320908197168,0.73365643066961,0.648039150706737,0.848046549134221,0.82890112512679,0.55789517984191,0.63638353157648,0.698556498090402,0.582376584903381,0.640902585514112,0.725613134533982,0.583845227420434
"acc6",0.760363513366063,0.735970930259391,1.0429492730598,0.692618808805872,0.752474520225957,0.694335388649024,0.668506375571928,0.690518743220234,0.732085923483021,0.646408725531025,0.844326604570577,0.80716635555806,0.565621252712975,0.649704673853518,0.702861239854718,0.582995211553758,0.651516794100368,0.730525342486095,0.589215864904308,0.732059209898137
"acc7",0.8759988845721,1.04077957404136,0.786794285355826,0.788798803441203,0.661931733089482,0.678413042132806,0.691049771271732,0.748839371216027,0.627288605351798,0.910876603093145,0.81384239888684,0.559875193180865,0.693243139153311,0.661843142516854,0.609092973772249,0.67122003926084,0.718287587625682,0.587932765800761,0.727008016825253,0.776798385496407
"acc8",0.993576493441807,0.800119684538878,0.811166639691122,0.699260322518687,0.729147783745953,0.701487997330766,0.728073601632914,0.674147331214146,0.909123735335523,0.816176550788669,0.561124312990451,0.672871676490471,0.687530243893217,0.605408189297794,0.634380515016247,0.722267573572383,0.590969648571459,0.718679189526013,0.746996633726587,0.778606654212757
"acc9",0.897952886696325,0.866604349254128,0.725913750967911,0.720146121255991,0.728990163132943,0.7314799814727,0.670118913189321,0.841564171522944,0.816463738145555,0.599336787617387,0.66860932687959,0.681059850871602,0.627821397029952,0.603712560620154,0.724802092341695,0.586629596531931,0.726831336471543,0.773687312696355,0.777854853959836,0.697061711191547
"acc10",1.03145620476301,0.920582227260572,0.734570390650313,0.688192259205456,0.732607074710372,0.706331084624995,0.815025720362486,0.816071201315685,0.605684662842607,0.674209639372002,0.681149865293217,0.629970834922123,0.59920346365561,0.740595880463617,0.636968886747214,0.719584865800335,0.709129594950222,0.775623544788323,0.703364934970941,0.667896170760117
"acc11",0.735846779711338,0.740542858178662,0.724438576154977,0.798907417768334,0.726049191156058,0.803510528220301,0.800013174195068,0.594171062182344,0.682308022753631,0.669203440445903,0.635578861956236,0.602124389009589,0.747602515729386,0.635560841068486,0.722107304106009,0.718786553197394,0.791840396084024,0.671981699867574,0.696795522159593,0.831894937580047
"acc12",0.956977185558714,0.827262091728414,0.737433809368717,0.734710808710661,0.788624947827552,0.809231770017286,0.603306947062643,0.681361342317439,0.710507286010825,0.627901956087162,0.594398994489179,0.747365356831124,0.644005058492303,0.735895947952278,0.718398824301808,0.792985688136366,0.671693274820372,0.690485574033961,0.913296943802164,0.639967923165533
"acc13",1.03677450774897,0.971666255167056,0.755659449096292,0.798266660778509,0.750604540982221,0.609701487058988,0.685512028979573,0.750005290756111,0.616744150027177,0.654144869517026,0.750189719978875,0.624294660264154,0.72786488831786,0.724831925318649,0.779094825626541,0.671321417806155,0.702467832139879,0.741225691143924,0.61951449601468,0.616483872958109
"acc14",0.91061942033087,0.796939271834766,0.811193514060553,0.733862444607616,0.626849147262721,0.706969544240592,0.786263828289625,0.615487280287181,0.647953922304981,0.758900434630326,0.627755594239277,0.729828512444094,0.713158742451777,0.802412799387184,0.717354889803177,0.699108239040254,0.723568711699108,0.630105239618887,0.643670782989952,0.705285155202046
"acc15",1.01926410500535,0.819024503564026,0.781388885615943,0.624697088935929,0.626218165453325,0.84125708862387,0.632976631714979,0.594926109872493,0.748154094917429,0.62925329924256,0.725393438057545,0.713749195231778,0.793851091096355,0.729206148418072,0.683504071708032,0.722795921527521,0.694730681039238,0.644669311741833,0.717341488168328,0.687145147616625
"acc16",1.0546817059058,0.868422437591978,0.688259572837203,0.660154652539536,0.818178407352853,0.652602742170599,0.596056626901789,0.807413783933401,0.622750242317766,0.713624124760574,0.71753450166121,0.818224806957913,0.731575465265596,0.686343652908819,0.722107667479564,0.678505598012312,0.642117350597995,0.718985092408764,0.688534507650978,0.809711042186043
"acc17",0.991442765312922,0.767513538714382,0.717260918256253,0.822074762897693,0.663172335771343,0.597900774155494,0.793871904101776,0.638037968908045,0.688472534065445,0.720031829257028,0.829619019839431,0.682999227019881,0.694185321160289,0.689804232988632,0.695052636229316,0.636146565644001,0.709143143995265,0.692559805716132,0.845373155692916,0.723229472627667
"acc18",1.03303434690963,0.758621152048008,0.826298220890791,0.688752111695008,0.608542516679552,0.794261030666112,0.653168882647622,0.705792125688104,0.671393321246682,0.791273723328639,0.696060309945585,0.658281004688333,0.724972283176637,0.714257583269748,0.63498258133286,0.707962050460576,0.69534544984634,0.836152274431354,0.728416479728795,0.574055625940366
"acc19",0.861112608650575,0.818221783047588,0.698664733852357,0.610450570083399,0.798035795867518,0.66116333344732,0.732416249000798,0.670337887725613,0.778075958216571,0.692228798978734,0.65892092088092,0.737308764982954,0.745601972225373,0.634957150809592,0.765127314946928,0.688188327886828,0.756880761449664,0.725151328028957,0.56386152986374,0.668912671694604
